,job_title,salary_usd,experience_level,employment_type,company_location,company_size,required_skills,education_required,years_experience,industry,company_name,post_date,year,remote_category
11415,AI Specialist,171908,SE,FT,Switzerland,S,"Java, Hadoop, SQL",Master,6,Technology,Future Systems,2024-09-21,2024,Hybrid
11416,Data Scientist,103037,SE,PT,Japan,M,"Git, Kubernetes, Data Visualization",Associate,7,Gaming,Autonomous Tech,2024-08-12,2024,Hybrid
11417,Robotics Engineer,84353,SE,PT,Israel,S,"Computer Vision, TensorFlow, Python, MLOps",Associate,8,Manufacturing,Cognitive Computing,2024-09-24,2024,Remote
11418,NLP Engineer,104789,MI,PT,Sweden,M,"Python, Docker, Computer Vision, Kubernetes",Bachelor,4,Finance,Predictive Systems,2024-10-20,2024,Hybrid
11419,AI Software Engineer,96194,SE,CT,South Korea,S,"GCP, Kubernetes, PyTorch, Scala, TensorFlow",Associate,5,Education,DeepTech Ventures,2024-06-23,2024,Hybrid
11420,Head of AI,124466,MI,CT,Norway,M,"PyTorch, TensorFlow, MLOps, AWS",Master,4,Retail,Machine Intelligence Group,2024-05-02,2024,Remote
11421,Machine Learning Engineer,105429,SE,PT,Australia,M,"PyTorch, Docker, Tableau, Git",Bachelor,5,Telecommunications,DeepTech Ventures,2024-01-08,2024,Hybrid
11422,Principal Data Scientist,152592,SE,PT,Germany,L,"SQL, TensorFlow, NLP, MLOps, Git",Bachelor,5,Manufacturing,Smart Analytics,2025-04-04,2025,Hybrid
11423,AI Software Engineer,123440,SE,CT,Ireland,L,"Computer Vision, Linux, Kubernetes, NLP",PhD,5,Telecommunications,Advanced Robotics,2024-12-16,2024,On-Site
11424,Deep Learning Engineer,40616,EN,CT,Finland,M,"AWS, Scala, GCP, PyTorch",PhD,1,Government,AI Innovations,2024-10-25,2024,Remote
11425,Machine Learning Engineer,129747,EX,FL,Israel,S,"Tableau, Computer Vision, Python",Associate,16,Manufacturing,Future Systems,2024-06-15,2024,Remote
11426,Machine Learning Researcher,67452,EN,PT,Singapore,M,"Java, Linux, PyTorch, Computer Vision, Scala",Bachelor,0,Transportation,DeepTech Ventures,2024-08-18,2024,On-Site
11427,Autonomous Systems Engineer,313552,EX,CT,Switzerland,L,"Linux, Mathematics, NLP, Python, Computer Vision",Master,18,Gaming,Neural Networks Co,2025-01-13,2025,Remote
11428,Research Scientist,90978,EN,FT,Norway,M,"Linux, Hadoop, MLOps, Azure, Spark",Master,1,Technology,Predictive Systems,2024-04-28,2024,On-Site
11429,Computer Vision Engineer,184142,EX,FL,Australia,S,"Kubernetes, TensorFlow, Git",Bachelor,13,Automotive,Digital Transformation LLC,2025-03-03,2025,Hybrid
11430,AI Research Scientist,94393,EN,FT,Norway,L,"NLP, Java, Data Visualization",Bachelor,0,Telecommunications,DeepTech Ventures,2024-03-14,2024,On-Site
11431,Machine Learning Engineer,38783,EN,FL,South Korea,S,"Kubernetes, Spark, Deep Learning, Computer Vision, PyTorch",Associate,1,Retail,Advanced Robotics,2024-12-24,2024,Remote
11432,AI Architect,49309,EN,FT,Australia,S,"Computer Vision, MLOps, Java, SQL, GCP",Associate,1,Transportation,Advanced Robotics,2024-06-02,2024,On-Site
11433,Machine Learning Researcher,47841,EN,PT,Israel,S,"Python, Java, Linux, Scala",PhD,0,Finance,Digital Transformation LLC,2024-09-26,2024,Hybrid
11434,Machine Learning Engineer,45821,EN,PT,India,L,"TensorFlow, AWS, Mathematics, Computer Vision",Associate,1,Government,DataVision Ltd,2024-05-18,2024,On-Site
11435,Machine Learning Engineer,174494,EX,CT,France,S,"Azure, MLOps, TensorFlow, Kubernetes, SQL",Associate,14,Healthcare,Advanced Robotics,2025-01-31,2025,Hybrid
11436,Data Scientist,81098,MI,PT,Germany,M,"Statistics, TensorFlow, GCP",Associate,4,Automotive,Autonomous Tech,2024-04-28,2024,On-Site
11437,AI Software Engineer,42037,EN,PT,Austria,S,"Deep Learning, Hadoop, TensorFlow, SQL, Tableau",Master,0,Transportation,DeepTech Ventures,2024-01-14,2024,Remote
11438,Research Scientist,73703,MI,PT,South Korea,M,"Linux, Spark, Computer Vision, Docker",Bachelor,4,Consulting,Machine Intelligence Group,2024-06-06,2024,On-Site
11439,Data Scientist,116806,SE,PT,Netherlands,M,"Kubernetes, Git, Java, Deep Learning, Scala",Master,5,Technology,Neural Networks Co,2024-10-11,2024,On-Site
11440,NLP Engineer,123619,SE,CT,France,L,"Python, Spark, MLOps, Kubernetes, AWS",Associate,5,Finance,Advanced Robotics,2024-01-05,2024,On-Site
11441,AI Consultant,100751,SE,CT,Ireland,M,"Java, AWS, GCP",Associate,8,Energy,Smart Analytics,2025-02-12,2025,Hybrid
11442,Data Scientist,69410,SE,FL,South Korea,S,"Linux, Tableau, SQL, Hadoop, Python",Master,9,Gaming,Algorithmic Solutions,2024-08-25,2024,Remote
11443,AI Research Scientist,147464,EX,CT,Singapore,S,"Git, Docker, NLP, Computer Vision, R",Associate,14,Consulting,Neural Networks Co,2025-02-04,2025,On-Site
11444,Principal Data Scientist,39930,EN,PT,Japan,S,"Hadoop, Python, NLP, Deep Learning",PhD,1,Consulting,Smart Analytics,2024-11-15,2024,On-Site
11445,ML Ops Engineer,65742,EN,PT,United Kingdom,L,"R, Mathematics, Linux, NLP, Tableau",PhD,0,Healthcare,Advanced Robotics,2025-02-28,2025,Remote
11446,NLP Engineer,62320,EN,FT,Germany,M,"Computer Vision, AWS, SQL",Bachelor,0,Consulting,Autonomous Tech,2024-05-23,2024,On-Site
11447,Principal Data Scientist,81151,EN,FT,Australia,L,"Python, Java, NLP, Docker",Bachelor,1,Retail,Smart Analytics,2024-03-28,2024,On-Site
11448,Deep Learning Engineer,60631,EN,FT,United States,M,"R, NLP, Linux",Associate,0,Finance,Autonomous Tech,2024-09-02,2024,Hybrid
11449,Data Scientist,125056,MI,PT,United States,M,"Docker, TensorFlow, Tableau",Associate,2,Finance,Advanced Robotics,2024-05-04,2024,Hybrid
11450,Data Analyst,71367,EN,FT,United States,M,"AWS, PyTorch, NLP, Linux, Mathematics",PhD,0,Education,Algorithmic Solutions,2024-02-13,2024,Hybrid
11451,AI Architect,99619,SE,CT,Israel,L,"Docker, Tableau, Python",PhD,6,Healthcare,AI Innovations,2024-09-12,2024,Hybrid
11452,ML Ops Engineer,158200,EX,FL,Sweden,L,"Tableau, Linux, GCP",Associate,19,Consulting,Cloud AI Solutions,2025-03-20,2025,On-Site
11453,Autonomous Systems Engineer,84766,EN,CT,Germany,L,"Java, Hadoop, Data Visualization, Linux",PhD,1,Gaming,Future Systems,2024-05-31,2024,On-Site
11454,ML Ops Engineer,66086,MI,CT,Finland,M,"Spark, NLP, AWS",PhD,4,Real Estate,Predictive Systems,2025-02-18,2025,Remote
11455,AI Product Manager,190738,EX,PT,Sweden,S,"Computer Vision, TensorFlow, Linux, Scala, Azure",PhD,19,Manufacturing,DataVision Ltd,2024-06-18,2024,Hybrid
11456,Data Engineer,55771,MI,PT,South Korea,S,"GCP, Linux, R",Bachelor,2,Technology,Neural Networks Co,2025-02-28,2025,On-Site
11457,Data Analyst,37382,EN,PT,Japan,S,"AWS, Scala, TensorFlow, Git",PhD,0,Manufacturing,Quantum Computing Inc,2025-01-21,2025,Hybrid
11458,Data Engineer,143128,MI,FT,Switzerland,M,"Mathematics, NLP, Python, R",Bachelor,2,Gaming,Algorithmic Solutions,2025-04-08,2025,Remote
11459,Robotics Engineer,229326,EX,FT,Switzerland,S,"Kubernetes, Data Visualization, NLP, MLOps, Scala",PhD,15,Real Estate,Algorithmic Solutions,2024-01-17,2024,Remote
11460,Machine Learning Engineer,114693,MI,CT,Singapore,M,"Python, Scala, TensorFlow, PyTorch",Associate,2,Real Estate,Machine Intelligence Group,2025-04-23,2025,Hybrid
11461,Deep Learning Engineer,66148,MI,PT,Ireland,S,"Java, PyTorch, R, Spark, AWS",PhD,3,Retail,Digital Transformation LLC,2025-02-28,2025,Remote
11462,AI Consultant,153868,EX,FL,Austria,M,"PyTorch, SQL, Kubernetes",PhD,19,Government,Advanced Robotics,2024-02-02,2024,Remote
11463,Machine Learning Researcher,41127,EN,FL,China,S,"Python, Data Visualization, AWS",PhD,0,Transportation,Cloud AI Solutions,2024-05-03,2024,Remote
11464,Data Engineer,169357,EX,PT,Sweden,S,"PyTorch, Kubernetes, TensorFlow, Python, Scala",Bachelor,19,Media,Smart Analytics,2025-04-29,2025,Remote
11465,AI Software Engineer,52501,MI,FT,Ireland,S,"Git, SQL, Computer Vision, Deep Learning, PyTorch",Bachelor,3,Real Estate,Smart Analytics,2024-10-21,2024,Hybrid
11466,Data Analyst,47558,EN,CT,Ireland,M,"Linux, TensorFlow, Tableau, R",PhD,0,Telecommunications,TechCorp Inc,2024-12-04,2024,Remote
11467,Machine Learning Researcher,335768,EX,CT,Denmark,L,"Python, Statistics, AWS",Bachelor,13,Gaming,Neural Networks Co,2024-02-29,2024,On-Site
11468,Data Engineer,91037,EN,FT,United States,M,"Python, Azure, R",Bachelor,1,Education,Autonomous Tech,2024-06-21,2024,Hybrid
11469,AI Architect,84253,EN,PT,Sweden,L,"Python, Data Visualization, Java, Azure",Bachelor,1,Manufacturing,Cognitive Computing,2025-01-08,2025,Hybrid
11470,Data Analyst,71276,EN,PT,United States,M,"Azure, Docker, Statistics, Deep Learning, SQL",Associate,1,Telecommunications,Algorithmic Solutions,2024-06-04,2024,On-Site
11471,Deep Learning Engineer,103162,EX,FT,India,M,"NLP, Linux, MLOps, PyTorch, Git",Master,17,Education,Cloud AI Solutions,2024-04-08,2024,Hybrid
11472,Data Engineer,71524,EN,FT,Sweden,M,"Git, Java, NLP",Bachelor,1,Telecommunications,DeepTech Ventures,2024-08-13,2024,Remote
11473,AI Consultant,103880,MI,CT,Canada,L,"Deep Learning, GCP, R, Hadoop, SQL",Associate,3,Healthcare,Digital Transformation LLC,2024-11-13,2024,Hybrid
11474,AI Architect,228101,EX,FT,Netherlands,S,"AWS, SQL, Data Visualization, Tableau",Master,17,Telecommunications,AI Innovations,2024-05-26,2024,Hybrid
11475,Machine Learning Researcher,41970,EN,PT,China,M,"TensorFlow, Data Visualization, Spark",Master,0,Finance,Autonomous Tech,2024-07-29,2024,Hybrid
11476,NLP Engineer,197785,EX,CT,India,L,"Docker, Java, Tableau, Scala",PhD,10,Government,Quantum Computing Inc,2025-04-11,2025,Hybrid
11477,AI Product Manager,198576,EX,FT,Japan,L,"Python, TensorFlow, Computer Vision",Master,12,Real Estate,Advanced Robotics,2024-02-06,2024,Remote
11478,Machine Learning Engineer,56224,EN,PT,China,M,"Docker, SQL, Python, Kubernetes",Associate,1,Consulting,Future Systems,2024-07-11,2024,On-Site
11479,AI Research Scientist,144584,MI,FT,Switzerland,M,"GCP, Linux, AWS",Associate,3,Finance,Smart Analytics,2024-06-06,2024,Remote
11480,Data Engineer,160176,SE,FT,Netherlands,L,"Tableau, Computer Vision, Data Visualization, Python, Linux",Master,5,Technology,Digital Transformation LLC,2024-10-08,2024,Hybrid
11481,AI Consultant,51608,EN,FT,South Korea,L,"Computer Vision, Linux, Git, Scala, R",PhD,0,Gaming,Neural Networks Co,2024-03-29,2024,Remote
11482,ML Ops Engineer,64131,MI,FT,Japan,S,"Deep Learning, Java, Git, Kubernetes",Master,2,Retail,Cloud AI Solutions,2024-12-09,2024,Remote
11483,ML Ops Engineer,92647,MI,CT,Canada,L,"Python, Scala, TensorFlow, Docker",Master,3,Manufacturing,Neural Networks Co,2025-04-16,2025,Hybrid
11484,Machine Learning Engineer,101258,SE,PT,Netherlands,S,"Python, AWS, Java, Spark, Docker",PhD,5,Consulting,Advanced Robotics,2024-04-20,2024,Remote
11485,AI Architect,82243,MI,FL,South Korea,L,"Git, SQL, TensorFlow, Kubernetes, R",Associate,2,Healthcare,Cloud AI Solutions,2024-08-09,2024,On-Site
11486,Data Scientist,87074,MI,FT,United States,S,"Computer Vision, Tableau, Python, MLOps, Statistics",Master,4,Energy,Autonomous Tech,2024-11-09,2024,On-Site
11487,Research Scientist,93724,MI,CT,Denmark,S,"Linux, Statistics, Spark, R",PhD,4,Retail,TechCorp Inc,2024-12-15,2024,On-Site
11488,Machine Learning Engineer,73407,MI,FL,South Korea,M,"Hadoop, Azure, Python, Linux, TensorFlow",PhD,3,Media,Autonomous Tech,2024-04-04,2024,Hybrid
11489,ML Ops Engineer,125093,EX,FT,Ireland,M,"Git, R, Docker",Associate,14,Healthcare,Quantum Computing Inc,2024-08-25,2024,Hybrid
11490,AI Research Scientist,203035,EX,FT,Denmark,M,"Azure, AWS, SQL, Hadoop",Bachelor,13,Finance,TechCorp Inc,2024-11-12,2024,Hybrid
11491,Computer Vision Engineer,91260,SE,CT,China,M,"Statistics, Java, Azure",Master,8,Transportation,Digital Transformation LLC,2024-10-04,2024,On-Site
11492,Machine Learning Researcher,129499,MI,PT,Switzerland,M,"MLOps, PyTorch, TensorFlow, Kubernetes, Hadoop",PhD,2,Education,Neural Networks Co,2024-09-30,2024,On-Site
11493,Autonomous Systems Engineer,137464,MI,FL,Norway,M,"Kubernetes, PyTorch, Spark",Associate,2,Manufacturing,Cognitive Computing,2025-02-27,2025,Hybrid
11494,Data Engineer,105379,SE,FL,Germany,S,"Python, Java, Scala, GCP, TensorFlow",Master,7,Finance,Quantum Computing Inc,2025-04-14,2025,Hybrid
11495,AI Specialist,63552,MI,CT,France,S,"MLOps, Python, GCP",PhD,3,Automotive,Algorithmic Solutions,2024-08-05,2024,On-Site
11496,Principal Data Scientist,83434,EN,PT,Netherlands,M,"Python, TensorFlow, NLP",Bachelor,0,Government,Future Systems,2024-02-01,2024,Remote
11497,Machine Learning Researcher,51487,MI,FL,Finland,M,"TensorFlow, SQL, Azure, MLOps, Python",PhD,3,Gaming,Advanced Robotics,2024-04-12,2024,Remote
11498,Principal Data Scientist,58990,EN,FL,Netherlands,M,"Python, Scala, Java, NLP",Master,0,Energy,AI Innovations,2024-10-11,2024,Hybrid
11499,NLP Engineer,138919,SE,FL,Denmark,S,"SQL, Deep Learning, Data Visualization",Associate,9,Healthcare,Cloud AI Solutions,2024-04-22,2024,Remote
11500,Principal Data Scientist,135853,SE,PT,Canada,L,"Python, MLOps, AWS, Tableau",Bachelor,5,Transportation,DeepTech Ventures,2024-10-22,2024,Hybrid
11501,Data Analyst,63828,EN,FT,France,M,"Git, Docker, Python, Spark",PhD,1,Education,TechCorp Inc,2024-06-17,2024,On-Site
11502,NLP Engineer,82499,EN,FL,United States,M,"Java, Tableau, Scala, Azure",Master,1,Automotive,Quantum Computing Inc,2025-02-09,2025,Remote
11503,NLP Engineer,98768,EN,PT,Norway,M,"Git, Linux, Kubernetes, GCP",Bachelor,1,Retail,Future Systems,2024-03-12,2024,Remote
11504,AI Architect,155306,MI,PT,Norway,L,"Kubernetes, R, Data Visualization, GCP",Master,2,Real Estate,DeepTech Ventures,2025-04-11,2025,Remote
11505,Data Scientist,119155,MI,CT,United States,M,"Linux, SQL, Data Visualization, Docker, Python",Master,4,Consulting,Algorithmic Solutions,2024-03-08,2024,On-Site
11506,Data Engineer,304214,EX,PT,Netherlands,L,"Azure, SQL, Docker, R, Deep Learning",PhD,16,Consulting,Advanced Robotics,2024-09-09,2024,Hybrid
11507,Computer Vision Engineer,114179,EX,PT,China,S,"Python, Docker, GCP, PyTorch",Bachelor,16,Healthcare,Smart Analytics,2024-06-15,2024,Remote
11508,Machine Learning Researcher,79226,EN,PT,United Kingdom,M,"R, Statistics, Python",Associate,1,Automotive,TechCorp Inc,2025-02-01,2025,Remote
11509,ML Ops Engineer,123375,MI,FT,Singapore,L,"Spark, Mathematics, Deep Learning, SQL",Master,3,Technology,Future Systems,2025-02-27,2025,Hybrid
11510,ML Ops Engineer,183719,SE,PT,Denmark,M,"Data Visualization, Kubernetes, Python",Master,6,Retail,Future Systems,2024-08-28,2024,On-Site
11511,Deep Learning Engineer,147573,EX,FT,Israel,L,"PyTorch, TensorFlow, Docker",Bachelor,13,Technology,Cloud AI Solutions,2025-02-20,2025,On-Site
11512,Head of AI,66956,EN,FL,Netherlands,S,"Scala, AWS, Tableau, PyTorch, SQL",Master,1,Manufacturing,Autonomous Tech,2024-05-30,2024,On-Site
11513,Research Scientist,82737,MI,PT,Singapore,S,"Data Visualization, SQL, Git, Python",Associate,3,Real Estate,Future Systems,2024-06-07,2024,Remote
11514,AI Consultant,128733,SE,PT,United Kingdom,S,"MLOps, Deep Learning, GCP",Associate,8,Energy,Neural Networks Co,2024-06-15,2024,Hybrid
11515,AI Consultant,87063,MI,PT,Sweden,L,"PyTorch, TensorFlow, NLP",Bachelor,2,Media,Algorithmic Solutions,2024-08-02,2024,On-Site
11516,Autonomous Systems Engineer,76889,MI,PT,Israel,L,"AWS, Linux, Data Visualization, Spark",PhD,4,Real Estate,Autonomous Tech,2024-12-15,2024,Hybrid
11517,ML Ops Engineer,162625,MI,FL,Switzerland,L,"Git, Python, PyTorch",Bachelor,2,Education,DeepTech Ventures,2024-10-14,2024,Hybrid
11518,Machine Learning Researcher,100113,SE,FL,United Kingdom,S,"PyTorch, Linux, Hadoop",Master,7,Education,Future Systems,2024-07-20,2024,Hybrid
11519,ML Ops Engineer,61484,MI,FL,Japan,L,"Deep Learning, SQL, Java",Associate,3,Gaming,Quantum Computing Inc,2024-09-25,2024,On-Site
11520,AI Product Manager,111607,MI,FT,Germany,L,"SQL, Kubernetes, Git, Deep Learning, AWS",Associate,2,Real Estate,Digital Transformation LLC,2025-04-14,2025,Hybrid
11521,Machine Learning Researcher,91555,MI,FT,Canada,S,"Docker, Spark, Git, Python",Master,3,Consulting,Smart Analytics,2024-07-15,2024,Hybrid
11522,Robotics Engineer,152854,SE,PT,Sweden,M,"Linux, Java, Computer Vision, MLOps",Associate,8,Real Estate,Cognitive Computing,2024-07-27,2024,Remote
11523,Robotics Engineer,43577,EN,FT,Japan,M,"SQL, PyTorch, Python",Master,1,Gaming,Advanced Robotics,2024-02-23,2024,Remote
11524,Machine Learning Researcher,50658,EN,CT,Ireland,S,"NLP, Linux, SQL, Docker, R",Associate,0,Manufacturing,Predictive Systems,2024-02-15,2024,Remote
11525,Principal Data Scientist,55061,EN,CT,China,L,"Python, TensorFlow, PyTorch",Bachelor,0,Media,Cognitive Computing,2024-06-20,2024,On-Site
11526,Machine Learning Researcher,86587,SE,CT,Japan,M,"Mathematics, Python, MLOps, TensorFlow, Azure",Associate,7,Automotive,Autonomous Tech,2024-11-25,2024,Hybrid
11527,Head of AI,75681,MI,PT,Japan,M,"PyTorch, Statistics, Scala, TensorFlow",Bachelor,3,Real Estate,Algorithmic Solutions,2024-02-18,2024,On-Site
11528,AI Specialist,42975,EN,PT,Japan,S,"Spark, Git, PyTorch, MLOps",Master,1,Manufacturing,Cloud AI Solutions,2024-01-20,2024,Hybrid
11529,ML Ops Engineer,103656,EX,PT,Israel,M,"Git, Statistics, Python, Java",PhD,14,Media,Cloud AI Solutions,2025-02-21,2025,Remote
11530,Robotics Engineer,54353,EN,FL,South Korea,M,"R, PyTorch, SQL, Data Visualization",PhD,0,Technology,Algorithmic Solutions,2024-07-10,2024,On-Site
11531,Principal Data Scientist,56341,MI,CT,Israel,S,"PyTorch, Hadoop, Mathematics",Bachelor,3,Finance,Algorithmic Solutions,2025-01-25,2025,Hybrid
11532,Data Scientist,180642,EX,FL,Australia,L,"Python, GCP, Linux, TensorFlow, Docker",PhD,15,Gaming,Predictive Systems,2024-10-12,2024,Hybrid
11533,AI Software Engineer,48893,EN,FL,India,S,"R, SQL, NLP",Associate,0,Finance,Machine Intelligence Group,2024-12-26,2024,Remote
11534,AI Architect,97730,EN,FL,Norway,M,"Statistics, R, Python, Mathematics",Master,0,Technology,Predictive Systems,2024-11-24,2024,On-Site
11535,Deep Learning Engineer,82794,EN,PT,Switzerland,S,"Azure, Git, GCP, Deep Learning, NLP",PhD,1,Technology,Neural Networks Co,2024-12-05,2024,Remote
11536,AI Software Engineer,108086,MI,CT,Germany,M,"TensorFlow, Python, Data Visualization",Bachelor,3,Healthcare,Predictive Systems,2024-05-30,2024,On-Site
11537,AI Software Engineer,90606,SE,PT,China,M,"Linux, Scala, AWS",PhD,5,Technology,Future Systems,2025-04-23,2025,Remote
11538,Computer Vision Engineer,113116,SE,FT,Austria,L,"Kubernetes, Azure, Computer Vision, MLOps, Hadoop",PhD,8,Telecommunications,AI Innovations,2024-06-09,2024,Remote
11539,AI Specialist,64631,EN,FL,Sweden,S,"NLP, Kubernetes, Python, Azure",Master,1,Education,Predictive Systems,2024-05-03,2024,On-Site
11540,ML Ops Engineer,252091,EX,FL,United States,M,"PyTorch, Python, Linux, Spark",Master,11,Retail,Predictive Systems,2024-04-25,2024,On-Site
11541,Head of AI,86828,MI,PT,Australia,M,"Scala, Hadoop, TensorFlow, Statistics",Bachelor,2,Technology,DeepTech Ventures,2024-08-12,2024,On-Site
11542,Data Engineer,89814,SE,CT,South Korea,S,"Spark, PyTorch, MLOps, TensorFlow",Master,6,Manufacturing,Cognitive Computing,2025-04-05,2025,Hybrid
11543,Principal Data Scientist,66178,EN,CT,Switzerland,S,"SQL, Computer Vision, Java, TensorFlow",Master,1,Education,Autonomous Tech,2025-01-25,2025,Hybrid
11544,Data Scientist,157471,EX,CT,India,L,"Scala, Spark, Java, TensorFlow, Git",Bachelor,12,Healthcare,Future Systems,2025-03-02,2025,Remote
11545,Data Engineer,52065,EN,PT,Canada,M,"Scala, Docker, GCP",PhD,1,Manufacturing,Algorithmic Solutions,2024-10-06,2024,Remote
11546,AI Specialist,232938,EX,PT,United Kingdom,M,"Linux, Spark, Deep Learning",PhD,16,Consulting,DataVision Ltd,2025-03-25,2025,Remote
11547,Data Scientist,69550,EN,FT,Denmark,S,"Git, Statistics, Data Visualization",Bachelor,0,Technology,Machine Intelligence Group,2024-06-02,2024,On-Site
11548,Robotics Engineer,131400,MI,CT,Singapore,L,"Python, Git, Scala, Java",Master,2,Finance,DeepTech Ventures,2025-02-16,2025,Hybrid
11549,AI Consultant,77020,MI,CT,Japan,M,"Spark, Scala, Linux, Python",Associate,2,Transportation,Advanced Robotics,2024-10-05,2024,Remote
11550,AI Architect,57075,MI,PT,Israel,S,"Spark, Git, Python, TensorFlow",Associate,3,Gaming,TechCorp Inc,2025-04-25,2025,On-Site
11551,AI Specialist,82815,MI,CT,India,L,"NLP, TensorFlow, AWS, MLOps, SQL",PhD,3,Education,Cloud AI Solutions,2025-01-18,2025,Hybrid
11552,AI Software Engineer,47671,MI,FL,Finland,S,"Docker, NLP, Scala, Data Visualization, MLOps",Master,4,Technology,Predictive Systems,2025-04-22,2025,On-Site
11553,NLP Engineer,157904,EX,FT,South Korea,L,"Azure, R, NLP",Master,11,Energy,Autonomous Tech,2024-05-24,2024,Hybrid
11554,ML Ops Engineer,73715,SE,PT,South Korea,M,"Azure, AWS, Scala, Mathematics, Spark",PhD,8,Telecommunications,Cognitive Computing,2024-10-14,2024,Remote
